"Order Date","Item Type","Units Sold","Unit Price","Total Profit","Country","Year","Revenue","Unit_Cost","Cost_Rank","Count"
"2/12/2012","Fruits",8025,9.33,19340.25,"New Zealand","2012",74873.25,6.92,125,8090
"1/11/2012","Clothes",3479,109.28,255497.76,"Ukraine","2012",380185.12,35.84,1379,8090
"7/1/2012","Vegetables",8518,154.06,537741.34,"Norway","2012",1312283.08,90.93,2949,8090
"2/22/2012","Baby Food",5747,255.28,550907.42,"Canada","2012",1467094.16,159.42,4738,8090
"1/13/2012","Fruits",7562,9.33,18224.42,"Luxembourg","2012",70553.46,6.92,428,8090
"6/20/2012","Cosmetics",3005,437.2,522479.35,"Norway","2012",1313786,263.33,5473,8090
"4/9/2012","Baby Food",5271,255.28,505278.06,"Norway","2012",1345580.88,159.42,5024,8090
"8/19/2012","Household",4775,668.27,791360.75,"United Kingdom","2012",3190989.25,502.54,7183,8090
"11/26/2012","Personal Care",4802,81.73,120338.12,"Ukraine","2012",392467.46,56.67,2372,8090
"2/20/2012","Beverages",3512,47.45,54997.92,"Cuba","2012",166644.4,31.79,1121,8090
"11/4/2012","Snacks",3764,152.58,207546.96,"Ukraine","2012",574311.12,97.44,3514,8090
"1/28/2012","Meat",4756,421.89,272043.2,"New Zealand","2012",2006508.84,364.69,6240,8090
"5/9/2012","Personal Care",6160,81.73,154369.6,"Australia","2012",503456.8,56.67,2372,8090
"10/24/2012","Baby Food",2461,255.28,235911.46,"United Kingdom","2012",628244.08,159.42,4738,8090
"10/24/2012","Cereal",4246,205.7,376153.14,"Australia","2012",873402.2,117.11,4156,8090
"10/19/2012","Cosmetics",3205,437.2,557253.35,"Cuba","2012",1401226,263.33,5473,8090
"6/27/2012","Snacks",2917,152.58,160843.38,"Singapore","2012",445075.86,97.44,3514,8090
"4/17/2012","Clothes",693,109.28,50893.92,"Vietnam","2012",75731.04,35.84,1379,8090
"11/5/2012","Personal Care",8697,81.73,217946.82,"Canada","2012",710805.81,56.67,2372,8090
"2/22/2012","Baby Food",6604,255.28,633059.44,"United Kingdom","2012",1685869.12,159.42,5024,8090
"3/22/2012","Vegetables",7341,154.06,463437.33,"Ukraine","2012",1130954.46,90.93,2679,8090
"8/18/2012","Baby Food",3913,255.28,375100.18,"Luxembourg","2012",998910.64,159.42,4738,8090
"4/8/2012","Cereal",5049,205.7,447290.91,"Australia","2012",1038579.3,117.11,4156,8090
"3/16/2012","Office Supplies",3433,651.21,433416.25,"Ukraine","2012",2235603.93,524.96,7440,8090
"9/10/2012","Cosmetics",100,437.2,17387,"Norway","2012",43720,263.33,5473,8090
"4/27/2012","Clothes",2346,109.28,172290.24,"Vietnam","2012",256370.88,35.84,1619,8090
"8/25/2012","Clothes",3326,109.28,244261.44,"New Zealand","2012",363465.28,35.84,1871,8090
"5/5/2012","Meat",8415,421.89,481338,"Australia","2012",3550204.35,364.69,6240,8090
"10/29/2012","Snacks",9431,152.58,520025.34,"New Zealand","2012",1438981.98,97.44,3514,8090
"9/12/2012","Fruits",6549,9.33,15783.09,"Canada","2012",61102.17,6.92,125,8090
"8/24/2012","Fruits",2532,9.33,6102.12,"United Kingdom","2012",23623.56,6.92,428,8090
"9/30/2012","Meat",1048,421.89,59945.6,"Vietnam","2012",442140.72,364.69,6240,8090
"9/14/2012","Vegetables",3208,154.06,202521.04,"Ukraine","2012",494224.48,90.93,2679,8090
"3/21/2012","Fruits",2331,9.33,5617.71,"Cuba","2012",21748.23,6.92,125,8090
"10/3/2012","Cereal",573,205.7,50762.07,"Luxembourg","2012",117866.1,117.11,4438,8090
"5/4/2012","Cosmetics",8910,437.2,1549181.7,"Canada","2012",3895452,263.33,5473,8090
"6/26/2012","Fruits",3338,9.33,8044.58,"Canada","2012",31143.54,6.92,125,8090
"11/27/2012","Beverages",9805,47.45,153546.3,"Cuba","2012",465247.25,31.79,861,8090
"10/8/2012","Personal Care",4469,81.73,111993.14,"Luxembourg","2012",365251.37,56.67,2012,8090
"10/9/2012","Beverages",410,47.45,6420.6,"Ukraine","2012",19454.5,31.79,667,8090
"4/17/2012","Fruits",3627,9.33,8741.07,"Singapore","2012",33839.91,6.92,428,8090
"11/27/2012","Office Supplies",953,651.21,120316.25,"Vietnam","2012",620603.13,524.96,7440,8090
"9/12/2012","Vegetables",3763,154.06,237558.19,"Australia","2012",579727.78,90.93,2949,8090
"3/3/2012","Fruits",7471,9.33,18005.11,"New Zealand","2012",69704.43,6.92,428,8090
"1/8/2012","Cereal",9169,205.7,812281.71,"Cuba","2012",1886063.3,117.11,4156,8090
"10/12/2012","Vegetables",4293,154.06,271017.09,"Vietnam","2012",661379.58,90.93,2679,8090
"4/29/2012","Cereal",9580,205.7,848692.2,"Luxembourg","2012",1970606,117.11,4438,8090
"5/30/2012","Baby Food",9261,255.28,887759.46,"United Kingdom","2012",2364148.08,159.42,5024,8090
"6/28/2012","Vegetables",2929,154.06,184907.77,"Singapore","2012",451241.74,90.93,2696,8090
"2/4/2012","Meat",6313,421.89,361103.6,"Canada","2012",2663391.57,364.69,6073,8090
"4/21/2012","Clothes",9227,109.28,677630.88,"Norway","2012",1008326.56,35.84,1619,8090
"7/12/2012","Cereal",7825,205.7,693216.75,"Vietnam","2012",1609602.5,117.11,4438,8090
"7/13/2012","Vegetables",4409,154.06,278340.17,"Cuba","2012",679250.54,90.93,2949,8090
"8/4/2012","Clothes",3867,109.28,283992.48,"Cuba","2012",422585.76,35.84,1871,8090
"2/13/2012","Cosmetics",4600,437.2,799802,"Vietnam","2012",2011120,263.33,5473,8090
"12/20/2012","Vegetables",8494,154.06,536226.22,"United Kingdom","2012",1308585.64,90.93,3291,8090
"10/13/2012","Vegetables",8943,154.06,564571.59,"Norway","2012",1377758.58,90.93,2949,8090
"5/31/2012","Household",4551,668.27,754237.23,"Luxembourg","2012",3041296.77,502.54,7183,8090
"11/7/2012","Snacks",2285,152.58,125994.9,"Norway","2012",348645.3,97.44,3830,8090
"11/21/2012","Vegetables",2048,154.06,129290.24,"Cuba","2012",315514.88,90.93,2949,8090
"8/12/2012","Vegetables",5507,154.06,347656.91,"Cuba","2012",848408.42,90.93,2949,8090
"2/20/2012","Vegetables",8872,154.06,560089.36,"United Kingdom","2012",1366820.32,90.93,2949,8090
"1/2/2012","Cosmetics",5260,437.2,914556.2,"Cuba","2012",2299672,263.33,5473,8090
"6/25/2012","Meat",3833,421.89,219247.6,"Ukraine","2012",1617104.37,364.69,6073,8090
"10/13/2012","Beverages",7730,47.45,121051.8,"New Zealand","2012",366788.5,31.79,861,8090
"10/16/2012","Cereal",2039,205.7,180635.01,"Ukraine","2012",419422.3,117.11,4156,8090
"8/6/2012","Household",3891,668.27,644855.43,"Cuba","2012",2600238.57,502.54,6743,8090
"9/19/2012","Vegetables",528,154.06,33332.64,"New Zealand","2012",81343.68,90.93,3291,8090
"7/8/2012","Fruits",722,9.33,1740.02,"Singapore","2012",6736.26,6.92,125,8090
"4/4/2012","Meat",160,421.89,9152,"Cuba","2012",67502.4,364.69,6073,8090
"2/21/2012","Household",9595,668.27,1590179.35,"Canada","2012",6412050.65,502.54,6743,8090
"11/29/2012","Baby Food",4825,255.28,462524.5,"Vietnam","2012",1231726,159.42,4738,8090
"4/11/2012","Household",1789,668.27,296490.97,"Cuba","2012",1195535.03,502.54,7183,8090
"11/24/2012","Office Supplies",5140,651.21,648925,"United Kingdom","2012",3347219.4,524.96,7440,8090
"6/17/2012","Snacks",1265,152.58,69752.1,"Singapore","2012",193013.7,97.44,3358,8090
"9/13/2012","Household",8911,668.27,1476820.03,"New Zealand","2012",5954953.97,502.54,6910,8090
"11/25/2012","Snacks",5152,152.58,284081.28,"United Kingdom","2012",786092.16,97.44,3358,8090
"1/13/2012","Snacks",3853,152.58,212454.42,"United Kingdom","2012",587890.74,97.44,3352,8090
"6/11/2012","Personal Care",6714,81.73,168252.84,"Vietnam","2012",548735.22,56.67,2109,8090
"10/16/2012","Cosmetics",6110,437.2,1062345.7,"Luxembourg","2012",2671292,263.33,5473,8090
"11/2/2012","Cosmetics",1460,437.2,253850.2,"Ukraine","2012",638312,263.33,5473,8090
"8/15/2012","Cereal",4389,205.7,388821.51,"Ukraine","2012",902817.3,117.11,4156,8090
"7/19/2012","Fruits",9454,9.33,22784.14,"Vietnam","2012",88205.82,6.92,428,8090
"3/23/2012","Household",9133,668.27,1513612.09,"Luxembourg","2012",6103309.91,502.54,7183,8090
"12/2/2012","Meat",4350,421.89,248820,"Luxembourg","2012",1835221.5,364.69,6240,8090
"12/2/2012","Cereal",3137,205.7,277906.83,"Australia","2012",645280.9,117.11,4021,8090
"2/28/2012","Vegetables",4011,154.06,253214.43,"Ukraine","2012",617934.66,90.93,2949,8090
"5/19/2012","Cereal",3386,205.7,299965.74,"Ukraine","2012",696500.2,117.11,4156,8090
"3/2/2012","Meat",5177,421.89,296124.4,"Cuba","2012",2184124.53,364.69,6240,8090
"3/30/2012","Beverages",4621,47.45,72364.86,"Luxembourg","2012",219266.45,31.79,1121,8090
"4/13/2012","Household",1802,668.27,298645.46,"New Zealand","2012",1204222.54,502.54,7183,8090
"7/5/2012","Personal Care",8908,81.73,223234.48,"Cuba","2012",728050.84,56.67,2372,8090
"7/8/2012","Personal Care",8578,81.73,214964.68,"Norway","2012",701079.94,56.67,2372,8090
"11/25/2012","Baby Food",505,255.28,48409.3,"New Zealand","2012",128916.4,159.42,4738,8090
"10/17/2012","Vegetables",3831,154.06,241851.03,"Luxembourg","2012",590203.86,90.93,2696,8090
"6/5/2012","Cereal",1879,205.7,166460.61,"Singapore","2012",386510.3,117.11,4438,8090
"9/21/2012","Beverages",9407,47.45,147313.62,"Vietnam","2012",446362.15,31.79,861,8090
"5/27/2012","Beverages",5376,47.45,84188.16,"United Kingdom","2012",255091.2,31.79,861,8090
"8/28/2012","Personal Care",493,81.73,12354.58,"Australia","2012",40292.89,56.67,2012,8090
"3/11/2012","Cosmetics",678,437.2,117883.86,"Cuba","2012",296421.6,263.33,5473,8090
"1/31/2012","Snacks",6996,152.58,385759.44,"Luxembourg","2012",1067449.68,97.44,3830,8090
"6/9/2012","Cosmetics",3916,437.2,680874.92,"Canada","2012",1712075.2,263.33,5473,8090
"4/9/2012","Meat",3276,421.89,187387.2,"United Kingdom","2012",1382111.64,364.69,6240,8090
"6/20/2012","Cosmetics",7219,437.2,1255167.53,"Cuba","2012",3156146.8,263.33,5473,8090
"6/11/2012","Beverages",7859,47.45,123071.94,"New Zealand","2012",372909.55,31.79,1121,8090
"8/18/2012","Vegetables",9416,154.06,594432.08,"Cuba","2012",1450628.96,90.93,2949,8090
"4/27/2012","Beverages",3421,47.45,53572.86,"Canada","2012",162326.45,31.79,861,8090
"5/29/2012","Meat",41,421.89,2345.2,"Cuba","2012",17297.49,364.69,6073,8090
"9/22/2012","Baby Food",7917,255.28,758923.62,"Norway","2012",2021051.76,159.42,5024,8090
"12/14/2012","Meat",8446,421.89,483111.2,"United Kingdom","2012",3563282.94,364.69,6240,8090
"3/18/2012","Personal Care",5735,81.73,143719.1,"Vietnam","2012",468721.55,56.67,2372,8090
"2/21/2012","Fruits",1882,9.33,4535.62,"Luxembourg","2012",17559.06,6.92,428,8090
"1/17/2012","Baby Food",4094,255.28,392450.84,"Australia","2012",1045116.32,159.42,4738,8090
"4/25/2012","Beverages",1836,47.45,28751.76,"Luxembourg","2012",87118.2,31.79,1284,8090
"5/7/2012","Cereal",2288,205.7,202693.92,"Australia","2012",470641.6,117.11,4021,8090
"10/25/2012","Vegetables",6538,154.06,412743.94,"Australia","2012",1007244.28,90.93,2949,8090
"10/7/2012","Household",2676,668.27,443493.48,"Vietnam","2012",1788290.52,502.54,7183,8090
"5/29/2012","Fruits",4539,9.33,10938.99,"Luxembourg","2012",42348.87,6.92,428,8090
"3/13/2012","Meat",912,421.89,52166.4,"Singapore","2012",384763.68,364.69,6073,8090
"5/19/2012","Personal Care",3384,81.73,84803.04,"Vietnam","2012",276574.32,56.67,2372,8090
"12/22/2012","Cosmetics",9229,437.2,1604646.23,"Canada","2012",4034918.8,263.33,5473,8090
"2/20/2012","Cereal",7373,205.7,653174.07,"Cuba","2012",1516626.1,117.11,4156,8090
"12/17/2012","Baby Food",9900,255.28,949014,"Luxembourg","2012",2527272,159.42,4738,8090
"2/17/2012","Personal Care",9065,81.73,227168.9,"Australia","2012",740882.45,56.67,2109,8090
"10/8/2012","Cosmetics",2688,437.2,467362.56,"Vietnam","2012",1175193.6,263.33,5397,8090
"5/28/2012","Cereal",29,205.7,2569.11,"Cuba","2012",5965.3,117.11,4021,8090
"12/13/2012","Household",3799,668.27,629608.27,"New Zealand","2012",2538757.73,502.54,6910,8090
"4/22/2012","Beverages",6948,47.45,108805.68,"Norway","2012",329682.6,31.79,1121,8090
"10/27/2012","Cosmetics",7127,437.2,1239171.49,"New Zealand","2012",3115924.4,263.33,5473,8090
"5/23/2012","Cereal",202,205.7,17895.18,"Singapore","2012",41551.4,117.11,4021,8090
"3/20/2012","Personal Care",8680,81.73,217520.8,"Singapore","2012",709416.4,56.67,2109,8090
"4/12/2012","Beverages",659,47.45,10319.94,"Ukraine","2012",31269.55,31.79,667,8090
"11/11/2012","Cereal",4893,205.7,433470.87,"Luxembourg","2012",1006490.1,117.11,4438,8090
"9/27/2012","Household",8238,668.27,1365283.74,"Canada","2012",5505208.26,502.54,6910,8090
"7/30/2012","Personal Care",6041,81.73,151387.46,"Canada","2012",493730.93,56.67,2625,8090
"4/4/2012","Baby Food",6301,255.28,604013.86,"New Zealand","2012",1608519.28,159.42,5024,8090
"8/31/2012","Meat",7163,421.89,409723.6,"Canada","2012",3021998.07,364.69,6073,8090
"2/26/2012","Beverages",7421,47.45,116212.86,"Cuba","2012",352126.45,31.79,861,8090
"5/9/2012","Cereal",1233,205.7,109231.47,"Luxembourg","2012",253628.1,117.11,4156,8090
"5/5/2012","Meat",7412,421.89,423966.4,"New Zealand","2012",3127048.68,364.69,6240,8090
"2/5/2012","Office Supplies",4752,651.21,599940,"Luxembourg","2012",3094549.92,524.96,7440,8090
"8/23/2012","Beverages",6380,47.45,99910.8,"United Kingdom","2012",302731,31.79,861,8090
"6/4/2012","Meat",8946,421.89,511711.2,"Vietnam","2012",3774227.94,364.69,6240,8090
"12/2/2012","Cereal",5923,205.7,524718.57,"Canada","2012",1218361.1,117.11,4156,8090
"12/19/2012","Household",7632,668.27,1264851.36,"Luxembourg","2012",5100236.64,502.54,6743,8090
"5/18/2012","Vegetables",3736,154.06,235853.68,"United Kingdom","2012",575568.16,90.93,2949,8090
"8/25/2012","Cereal",1682,205.7,149008.38,"Luxembourg","2012",345987.4,117.11,4021,8090
"6/12/2012","Office Supplies",8296,651.21,1047370,"Ukraine","2012",5402438.16,524.96,7440,8090
"3/22/2012","Personal Care",4269,81.73,106981.14,"Norway","2012",348905.37,56.67,2012,8090
"9/9/2012","Cereal",1590,205.7,140858.1,"Vietnam","2012",327063,117.11,4438,8090
"6/21/2012","Fruits",7868,9.33,18961.88,"Luxembourg","2012",73408.44,6.92,125,8090
"12/6/2012","Cosmetics",3668,437.2,637755.16,"Canada","2012",1603649.6,263.33,5397,8090
"8/16/2012","Meat",41,421.89,2345.2,"Luxembourg","2012",17297.49,364.69,6073,8090
"2/1/2012","Cereal",9077,205.7,804131.43,"Ukraine","2012",1867138.9,117.11,4021,8090
"4/25/2012","Clothes",3904,109.28,286709.76,"Ukraine","2012",426629.12,35.84,1379,8090
"6/30/2012","Fruits",8872,9.33,21381.52,"Cuba","2012",82775.76,6.92,1,8090
"1/29/2012","Personal Care",2405,81.73,60269.3,"Canada","2012",196560.65,56.67,2625,8090
"2/22/2012","Cereal",2393,205.7,211995.87,"Vietnam","2012",492240.1,117.11,4156,8090
"10/5/2012","Cosmetics",6018,437.2,1046349.66,"Canada","2012",2631069.6,263.33,5473,8090
"5/24/2012","Fruits",4566,9.33,11004.06,"New Zealand","2012",42600.78,6.92,125,8090
"7/13/2012","Cereal",6689,205.7,592578.51,"Cuba","2012",1375927.3,117.11,4021,8090
"6/26/2012","Cosmetics",9478,437.2,1647939.86,"Canada","2012",4143781.6,263.33,5971,8090
"3/23/2012","Beverages",4635,47.45,72584.1,"Cuba","2012",219930.75,31.79,667,8090
"10/12/2012","Snacks",434,152.58,23930.76,"Ukraine","2012",66219.72,97.44,3514,8090
"9/8/2012","Baby Food",4944,255.28,473931.84,"Canada","2012",1262104.32,159.42,4738,8090
"7/2/2012","Household",5673,668.27,940186.29,"Luxembourg","2012",3791095.71,502.54,6910,8090
"9/23/2012","Personal Care",493,81.73,12354.58,"Canada","2012",40292.89,56.67,2012,8090
"7/13/2012","Baby Food",9407,255.28,901755.02,"Ukraine","2012",2401418.96,159.42,4738,8090
"10/21/2012","Clothes",3867,109.28,283992.48,"Luxembourg","2012",422585.76,35.84,1871,8090
"12/30/2012","Meat",1932,421.89,110510.4,"Australia","2012",815091.48,364.69,6240,8090
"3/4/2012","Vegetables",2334,154.06,147345.42,"Australia","2012",359576.04,90.93,2696,8090
"7/29/2012","Vegetables",8320,154.06,525241.6,"Canada","2012",1281779.2,90.93,2696,8090
"5/25/2012","Household",4075,668.27,675349.75,"Singapore","2012",2723200.25,502.54,7183,8090
"6/19/2012","Office Supplies",5640,651.21,712050,"New Zealand","2012",3672824.4,524.96,7440,8090
"12/22/2012","Cereal",2015,205.7,178508.85,"Vietnam","2012",414485.5,117.11,4438,8090
"6/8/2012","Cosmetics",2331,437.2,405290.97,"Luxembourg","2012",1019113.2,263.33,5473,8090
"5/7/2012","Cosmetics",6148,437.2,1068952.76,"Australia","2012",2687905.6,263.33,5971,8090
"3/10/2012","Personal Care",888,81.73,22253.28,"Singapore","2012",72576.24,56.67,2372,8090
"12/22/2012","Clothes",1516,109.28,111335.04,"Luxembourg","2012",165668.48,35.84,1871,8090
"5/30/2012","Vegetables",2334,154.06,147345.42,"New Zealand","2012",359576.04,90.93,2696,8090
"9/24/2012","Meat",7929,421.89,453538.8,"Norway","2012",3345165.81,364.69,6704,8090
"11/27/2012","Beverages",5590,47.45,87539.4,"Norway","2012",265245.5,31.79,861,8090
"6/15/2012","Baby Food",6607,255.28,633347.02,"Australia","2012",1686634.96,159.42,4738,8090
"4/15/2012","Snacks",9533,152.58,525649.62,"Cuba","2012",1454545.14,97.44,3514,8090
"3/29/2012","Personal Care",2830,81.73,70919.8,"Ukraine","2012",231295.9,56.67,2372,8090
"8/7/2012","Cereal",1036,205.7,91779.24,"Australia","2012",213105.2,117.11,4021,8090
"2/14/2012","Vegetables",6892,154.06,435091.96,"Vietnam","2012",1061781.52,90.93,2949,8090
"12/16/2012","Snacks",5390,152.58,297204.6,"Cuba","2012",822406.2,97.44,3514,8090
"1/4/2012","Cereal",9063,205.7,802891.17,"Canada","2012",1864259.1,117.11,4021,8090
"2/24/2012","Meat",2405,421.89,137566,"Vietnam","2012",1014645.45,364.69,6240,8090
"4/1/2012","Clothes",3996,109.28,293466.24,"Cuba","2012",436682.88,35.84,1619,8090
"10/14/2012","Vegetables",9946,154.06,627890.98,"Luxembourg","2012",1532280.76,90.93,2949,8090
"2/20/2012","Snacks",6231,152.58,343577.34,"Ukraine","2012",950725.98,97.44,3830,8090
"1/5/2012","Beverages",2639,47.45,41326.74,"Norway","2012",125220.55,31.79,667,8090
"7/9/2012","Cosmetics",7801,437.2,1356359.87,"Vietnam","2012",3410597.2,263.33,5397,8090
"5/30/2012","Cereal",2263,205.7,200479.17,"Canada","2012",465499.1,117.11,4021,8090
"12/18/2012","Office Supplies",5841,651.21,737426.25,"Ukraine","2012",3803717.61,524.96,7440,8090
"11/5/2012","Meat",4918,421.89,281309.6,"Cuba","2012",2074855.02,364.69,6240,8090
"6/3/2012","Vegetables",7222,154.06,455924.86,"Australia","2012",1112621.32,90.93,2949,8090
"5/28/2012","Household",4602,668.27,762689.46,"New Zealand","2012",3075378.54,502.54,7183,8090
"6/10/2012","Clothes",564,109.28,41420.16,"Ukraine","2012",61633.92,35.84,1316,8090
"10/9/2012","Cereal",7338,205.7,650073.42,"Norway","2012",1509426.6,117.11,4021,8090
"8/18/2012","Clothes",5557,109.28,408106.08,"New Zealand","2012",607268.96,35.84,1316,8090
"12/23/2012","Vegetables",2378,154.06,150123.14,"United Kingdom","2012",366354.68,90.93,2696,8090
"5/29/2012","Clothes",9466,109.28,695183.04,"Australia","2012",1034444.48,35.84,1379,8090
"4/21/2012","Household",9582,668.27,1588024.86,"Cuba","2012",6403363.14,502.54,6743,8090
"6/14/2012","Cereal",6240,205.7,552801.6,"Luxembourg","2012",1283568,117.11,4438,8090
"4/28/2012","Baby Food",4716,255.28,452075.76,"Norway","2012",1203900.48,159.42,4738,8090
"2/2/2012","Clothes",9438,109.28,693126.72,"United Kingdom","2012",1031384.64,35.84,1619,8090
"5/13/2012","Office Supplies",620,651.21,78275,"Cuba","2012",403750.2,524.96,7440,8090
"1/9/2012","Baby Food",1386,255.28,132861.96,"Luxembourg","2012",353818.08,159.42,5024,8090
"6/25/2012","Beverages",2615,47.45,40950.9,"United Kingdom","2012",124081.75,31.79,861,8090
"3/30/2012","Personal Care",333,81.73,8344.98,"Singapore","2012",27216.09,56.67,2109,8090
"2/28/2012","Household",4799,668.27,795338.27,"Norway","2012",3207027.73,502.54,7183,8090
"1/29/2012","Cereal",4692,205.7,415664.28,"Luxembourg","2012",965144.4,117.11,4021,8090
"12/15/2012","Vegetables",2167,154.06,136802.71,"Luxembourg","2012",333848.02,90.93,2949,8090
"4/30/2012","Office Supplies",4728,651.21,596910,"Norway","2012",3078920.88,524.96,7440,8090
"11/21/2012","Clothes",4329,109.28,317921.76,"New Zealand","2012",473073.12,35.84,1379,8090
"9/29/2012","Clothes",7829,109.28,574961.76,"Singapore","2012",855553.12,35.84,1379,8090
"8/21/2012","Beverages",2934,47.45,45946.44,"Norway","2012",139218.3,31.79,1121,8090
"11/12/2012","Baby Food",9832,255.28,942495.52,"Australia","2012",2509912.96,159.42,4738,8090
"10/5/2012","Personal Care",7878,81.73,197422.68,"Singapore","2012",643868.94,56.67,2372,8090
"6/9/2012","Fruits",1130,9.33,2723.3,"Australia","2012",10542.9,6.92,125,8090
"11/11/2012","Personal Care",6466,81.73,162037.96,"Canada","2012",528466.18,56.67,2625,8090
"5/12/2012","Meat",6184,421.89,353724.8,"Australia","2012",2608967.76,364.69,6240,8090
"2/13/2012","Household",4602,668.27,762689.46,"Ukraine","2012",3075378.54,502.54,7183,8090
"8/29/2012","Baby Food",3291,255.28,315475.26,"Canada","2012",840126.48,159.42,4738,8090
"4/23/2012","Office Supplies",6960,651.21,878700,"Norway","2012",4532421.6,524.96,7440,8090
"8/3/2012","Meat",7361,421.89,421049.2,"Norway","2012",3105532.29,364.69,6240,8090
"1/27/2012","Baby Food",8533,255.28,817973.38,"Canada","2012",2178304.24,159.42,5364,8090
"6/30/2012","Snacks",6802,152.58,375062.28,"Singapore","2012",1037849.16,97.44,3358,8090
"7/17/2012","Office Supplies",7939,651.21,1002298.75,"Norway","2012",5169956.19,524.96,7440,8090
"1/7/2012","Meat",6511,421.89,372429.2,"Norway","2012",2746925.79,364.69,6240,8090
"9/17/2012","Office Supplies",160,651.21,20200,"Norway","2012",104193.6,524.96,7440,8090
"8/10/2012","Fruits",8780,9.33,21159.8,"Australia","2012",81917.4,6.92,1,8090
"1/22/2012","Snacks",8567,152.58,472384.38,"New Zealand","2012",1307152.86,97.44,3514,8090
"2/13/2012","Beverages",1530,47.45,23959.8,"Norway","2012",72598.5,31.79,667,8090
"1/9/2012","Vegetables",6535,154.06,412554.55,"Norway","2012",1006782.1,90.93,2949,8090
"1/21/2012","Cosmetics",3913,437.2,680353.31,"United Kingdom","2012",1710763.6,263.33,5397,8090
"10/19/2012","Office Supplies",4704,651.21,593880,"United Kingdom","2012",3063291.84,524.96,7440,8090
"2/13/2012","Baby Food",9604,255.28,920639.44,"Cuba","2012",2451709.12,159.42,5024,8090
"10/26/2012","Baby Food",9832,255.28,942495.52,"Ukraine","2012",2509912.96,159.42,4738,8090
"11/22/2012","Beverages",7056,47.45,110496.96,"Vietnam","2012",334807.2,31.79,667,8090
"10/21/2012","Baby Food",8577,255.28,822191.22,"United Kingdom","2012",2189536.56,159.42,5024,8090
"3/8/2012","Baby Food",9723,255.28,932046.78,"Luxembourg","2012",2482087.44,159.42,4738,8090
"8/27/2012","Vegetables",2205,154.06,139201.65,"Vietnam","2012",339702.3,90.93,2696,8090
"6/17/2012","Cosmetics",9121,437.2,1585868.27,"Norway","2012",3987701.2,263.33,5473,8090
"5/31/2012","Clothes",8911,109.28,654423.84,"Ukraine","2012",973794.08,35.84,1379,8090
"11/24/2012","Fruits",7858,9.33,18937.78,"Norway","2012",73315.14,6.92,125,8090
"11/6/2012","Baby Food",4138,255.28,396668.68,"United Kingdom","2012",1056348.64,159.42,4738,8090
"5/29/2012","Snacks",3326,152.58,183395.64,"Australia","2012",507481.08,97.44,3358,8090
"11/29/2012","Meat",466,421.89,26655.2,"Luxembourg","2012",196600.74,364.69,6073,8090
"8/9/2012","Personal Care",480,81.73,12028.8,"Vietnam","2012",39230.4,56.67,2109,8090
"5/30/2012","Personal Care",690,81.73,17291.4,"Luxembourg","2012",56393.7,56.67,2109,8090
"10/20/2012","Cereal",5923,205.7,524718.57,"Ukraine","2012",1218361.1,117.11,4156,8090
"6/28/2012","Personal Care",6925,81.73,173540.5,"Norway","2012",565980.25,56.67,2109,8090
"6/8/2012","Personal Care",1694,81.73,42451.64,"Cuba","2012",138450.62,56.67,2012,8090
"2/26/2012","Vegetables",3562,154.06,224869.06,"New Zealand","2012",548761.72,90.93,2696,8090
"10/8/2012","Office Supplies",398,651.21,50247.5,"Ukraine","2012",259181.58,524.96,7440,8090
"2/29/2012","Office Supplies",1307,651.21,165008.75,"New Zealand","2012",851131.47,524.96,7440,8090
"9/21/2012","Snacks",3618,152.58,199496.52,"United Kingdom","2012",552034.44,97.44,3514,8090
"8/11/2012","Beverages",1281,47.45,20060.46,"Norway","2012",60783.45,31.79,861,8090
"12/1/2012","Cereal",1631,205.7,144490.29,"Singapore","2012",335496.7,117.11,4021,8090
"5/28/2012","Beverages",1955,47.45,30615.3,"Norway","2012",92764.75,31.79,667,8090
"2/1/2012","Office Supplies",2429,651.21,306661.25,"Canada","2012",1581789.09,524.96,7440,8090
"7/9/2012","Office Supplies",5086,651.21,642107.5,"New Zealand","2012",3312054.06,524.96,7440,8090
"1/7/2012","Vegetables",947,154.06,59784.11,"Singapore","2012",145894.82,90.93,2949,8090
"6/6/2012","Cereal",2818,205.7,249646.62,"Vietnam","2012",579662.6,117.11,4438,8090
"9/8/2012","Clothes",8081,109.28,593468.64,"United Kingdom","2012",883091.68,35.84,1619,8090
"9/22/2012","Meat",2340,421.89,133848,"Singapore","2012",987222.6,364.69,6240,8090
"10/4/2012","Household",3442,668.27,570442.66,"Norway","2012",2300185.34,502.54,6743,8090
"5/26/2012","Household",8367,668.27,1386662.91,"Canada","2012",5591415.09,502.54,6910,8090
"6/14/2012","Office Supplies",1742,651.21,219927.5,"Cuba","2012",1134407.82,524.96,7440,8090
"8/5/2012","Beverages",8876,47.45,138998.16,"Ukraine","2012",421166.2,31.79,861,8090
"8/30/2012","Household",3799,668.27,629608.27,"Ukraine","2012",2538757.73,502.54,6910,8090
"3/20/2012","Cereal",4257,205.7,377127.63,"Norway","2012",875664.9,117.11,4021,8090
"9/17/2012","Vegetables",514,154.06,32448.82,"Cuba","2012",79186.84,90.93,2696,8090
"8/23/2012","Cereal",8672,205.7,768252.48,"United Kingdom","2012",1783830.4,117.11,4156,8090
"2/13/2012","Vegetables",2889,154.06,182382.57,"Australia","2012",445079.34,90.93,2949,8090
